Module	SubArea	Screen	RelativePath	Category	Complexity	Score	LegacyBucket	AspxLoc	VbLoc	Controls	Grids	Inputs	Buttons	ProcCount	Writes	ClientAssets	MigratedTo	Procs
HO		TerroristGroupdetails_V1.aspx	HO/TerroristGroupdetails_V1.aspx	CRUD master	Simple	3.5	Medium	152	201	14	2	3	4	0	yes			
HO		VerifyAadhar.aspx	HO/VerifyAadhar.aspx	Transaction / Entry	Simple	1.07	Medium	515	11	10	0	2	4	1				pr_kyc_isaadhaarpanalreadyverified
HO		VerifyDocuments.aspx	HO/VerifyDocuments.aspx	Transaction / Entry	Medium	9.31	Medium	1381	1067	25	0	4	8	2	yes			pr_b_validategstin;pr_kyc_getdocumenttoverify
HO		VerifyPancard.aspx	HO/VerifyPancard.aspx	Transaction / Entry	Simple	0.91	Medium	424	11	6	0	1	3	1				pr_kyc_isaadhaarpanalreadyverified
HO		x_GetGstData.aspx	HO/x_GetGstData.aspx	Search / List / Inquiry	Medium	7.05	Medium	317	440	53	1	1	7	2				pr_x_getgstdatacons;pr_x_getgstmissingentries
HO		x_GstGLBalanceReport.aspx	HO/x_GstGLBalanceReport.aspx	Report	Report	3.71	Report	146	178	13	1	0	1	2				pr_x_getgstdatawithglbalance;pr_x_getgstmissingentries
HO		x_IncomeGSTTrans.aspx	HO/x_IncomeGSTTrans.aspx	CRUD master	Complex	16.34	Medium	194	1041	40	3	0	7	9	yes			pr_x_bindgstdata;pr_x_bindgstunpasseddetails;pr_x_getincomegsttrandatacons;pr_x_incomegstpass;pr_x_incomegstsearch;pr_x_incomegsttrandelete;pr_x_incomegsttrandetailpass;pr_x_saveincomegstdata;pr_x_scrollsave
HO		x_IncomeGSTTransV1.aspx	HO/x_IncomeGSTTransV1.aspx	Client-rendered / Other	Simple	3.57	Medium	91	184	1	0	0	0	3	yes	yes		pr_x_incomegsttranbranches;pr_x_incomegsttraninsert;pr_x_incomegsttranstatus
HO	Admin	a_AutoGenerateUser.aspx	HO/Admin/a_AutoGenerateUser.aspx	Batch / Process	Simple	3.69	Medium	109	313	20	1	3	2	0	yes			
HO	Admin	a_BrLoginAccessTime.aspx	HO/Admin/a_BrLoginAccessTime.aspx	CRUD master	Medium	4.53	Medium	116	451	18	1	6	3	0	yes			
HO	Admin	a_CashierLimit.aspx	HO/Admin/a_CashierLimit.aspx	CRUD master	Medium	5.42	Medium	170	429	29	1	8	6	1	yes			pr_a_getcashierlimitamount
HO	Admin	a_ChangePassword.aspx	HO/Admin/a_ChangePassword.aspx	Transaction / Entry	Medium	4.75	Medium	73	574	8	0	3	2	1	yes			pr_g_checkchangepassword
HO	Admin	a_Menus.aspx	HO/Admin/a_Menus.aspx	CRUD master	Complex	13.69	Medium	175	1556	33	1	10	6	2	yes			pr_a_getallmenus;pr_a_getmodulewisemenulist
HO	Admin	a_Module.aspx	HO/Admin/a_Module.aspx	CRUD master	Medium	4.07	Medium	88	358	22	1	3	6	0	yes		/Administration/Module	
HO	Admin	a_RemoteHostAttempt.aspx	HO/Admin/a_RemoteHostAttempt.aspx	Client-rendered / Other	Simple	1.55	Medium	46	82	10	0	1	2	1				pr_a_remotehostattempt
HO	Admin	a_ResponsibilityRights.aspx	HO/Admin/a_ResponsibilityRights.aspx	Transaction / Entry	Medium	6.15	Medium	104	665	13	0	1	3	2	yes			pr_a_getresponsibility;pr_a_getresponsibilitymodules
HO	Admin	a_ResponsibilityUser.aspx	HO/Admin/a_ResponsibilityUser.aspx	CRUD master	Medium	7.77	Medium	156	488	28	2	1	6	3	yes			pr_a_getresponsibilityuser;pr_a_getresponsibilityuserlist;pr_oss_alm_getsubgroup
HO	Admin	a_RoleMaster.aspx	HO/Admin/a_RoleMaster.aspx	CRUD master	Medium	4.97	Medium	103	415	20	1	1	6	1	yes		/Administration/Role	pr_a_getallroles
HO	Admin	a_RoleOnMenu.aspx	HO/Admin/a_RoleOnMenu.aspx	Transaction / Entry	Complex	33.63	Medium	66	2657	8	0	3	3	26	yes			pr_a_getactivemodules;pr_a_getadditionaluserrightspopulatemenus;pr_a_getallchieldmenus;pr_a_getloadallmenus;pr_a_getloadarentdatsetlevel;pr_a_getloadarentdatsetnotlevel;pr_a_getloadmenus;pr_a_getloadparentdatasetlevel;pr_a_getloadroledataset;pr_a_getloadroledatasetlevel;pr_a_getloadroledatasetnotlevel;pr_a_getloaduser;pr_a_getmenulist;pr_a_getmenus;pr_a_getmenusroleonmenu;pr_a_getmodulelist;pr_a_getmodules;pr_a_getmodulewiseroles;pr_a_getparentdatasetnotlevel;pr_a_getroledatasetnotlevel;pr_a_getroleonmenupopulatemenus;pr_a_getuserrghtidanduserid;pr_a_getuserrightsid;pr_a_getuserrightspopmenus;pr_a_roleonmenuupdate;pr_a_userrightsretrive
HO	Admin	A_User.aspx	HO/Admin/A_User.aspx	CRUD master	Complex	17.44	Medium	209	1638	38	1	10	7	7	yes			pr_a_getorgelementdepartment;pr_a_sb_getuserlist;pr_b_usermodlog;pr_g_checkchangepassword;pr_h_getemployeeslist;pr_h_getorgelementdepartmentlist;pr_h_getorgelementlist
HO	Admin	a_UserCashierRights.aspx	HO/Admin/a_UserCashierRights.aspx	Transaction / Entry	Medium	5.33	Medium	74	380	10	0	2	2	4	yes			pr_a_getuserlist;pr_a_getuserlistwithlevel;pr_a_savemenulist;pr_x_savecashieropening
HO	Admin	a_UserInModule.aspx	HO/Admin/a_UserInModule.aspx	CRUD master	Medium	5.15	Medium	55	322	10	1	2	2	3	yes			pr_a_getmodulelevel;pr_a_getmodulenotlevel;pr_a_getuserlist
HO	Admin	a_UserLedgerRights.aspx	HO/Admin/a_UserLedgerRights.aspx	CRUD master	Medium	5.97	Medium	137	505	15	1	2	4	2	yes			pr_a_userledgerrights;pr_g_getconsbranches
HO	Admin	a_UserOprRights.aspx	HO/Admin/a_UserOprRights.aspx	Client-rendered / Other	Simple	2.75	Medium	17	146	2	0	0	0	2	yes	yes		pr_a_useroprrightsjs;pr_x_memberloanrecoveryjs
HO	Admin	a_UserRights.aspx	HO/Admin/a_UserRights.aspx	Transaction / Entry	Complex	35.43	Medium	165	2903	12	0	4	3	26	yes			pr_a_getactivemodules;pr_a_getadditionaluserrightspopulatemenus;pr_a_getallchieldmenus;pr_a_getloadarentdatsetlevel;pr_a_getloadarentdatsetnotlevel;pr_a_getloadmenus;pr_a_getloadparentdatasetlevel;pr_a_getloadroledataset;pr_a_getloadroledatasetlevel;pr_a_getloadroledatasetnotlevel;pr_a_getloaduser;pr_a_getmenulist;pr_a_getmenus;pr_a_getmodulelist;pr_a_getmodules;pr_a_getmoduleswiserolesonmenu;pr_a_getparentdatasetnotlevel;pr_a_getroledatasetnotlevel;pr_a_getuserlist;pr_a_getuserlistwithlevel;pr_a_getuserrightsid;pr_a_getuserrightspopmenus;pr_a_savemenulist;pr_a_saveuserrights;pr_a_userrightsretrive;pr_x_savecashieropening
HO	Admin	Audit.aspx	HO/Admin/Audit.aspx	Transaction / Entry	Medium	4.42	Medium	38	447	6	0	2	2	2	yes			pr_audit_createtriggersxml;pr_audit_saveaudit
HO	Admin	AuditDetails.aspx	HO/Admin/AuditDetails.aspx	Client-rendered / Other	Simple	1.07	Medium	102	100	10	0	0	0	0	yes			
HO	Admin	AuditView.aspx	HO/Admin/AuditView.aspx	Search / List / Inquiry	Simple	3.37	Medium	84	314	12	1	0	2	0				
HO	Admin	ChangePassword.aspx	HO/Admin/ChangePassword.aspx	Transaction / Entry	Medium	6.33	Medium	114	698	12	0	4	2	2	yes			pr_g_checkchangepassword;pr_g_checkuserexpiry
HO	Admin	ForgotPassword.aspx	HO/Admin/ForgotPassword.aspx	Transaction / Entry	Medium	11.05	Medium	158	895	22	0	6	8	7	yes			pr_a_generateotp;pr_a_getuserdetails;pr_a_updateuserpolicy;pr_a_validateforgotpwd;pr_a_validateotp;pr_g_checkpassword;pr_g_checkuserexpiry
HO	Admin	PasswordPolicyConfig.aspx	HO/Admin/PasswordPolicyConfig.aspx	Transaction / Entry	Medium	8.01	Medium	252	896	51	0	11	2	0	yes			
HO	Admin	Pop-up.aspx	HO/Admin/Pop-up.aspx	Handler / API / Ajax	Simple	0.1	Medium	16	15	0	0	0	0	0				
HO	Alerts	al_AlertConfig.aspx	HO/Alerts/al_AlertConfig.aspx	CRUD master	Simple	2.96	Medium	87	246	13	1	1	2	0	yes			
HO	Alerts	al_AlertsRights.aspx	HO/Alerts/al_AlertsRights.aspx	CRUD master	Simple	3.09	Medium	77	277	11	1	1	2	0	yes			
HO	Bank	b_ATMRequest.aspx	HO/Bank/b_ATMRequest.aspx	CRUD master	Complex	36.37	Simple	862	3247	158	6	23	14	6	yes			pr_b_atmrequest;pr_b_getaccountlistatmrequest;pr_b_validateatmrequest;pr_g_getatmreqclientdetails;pr_x_getglobalclient;pr_x_sb_getatmrequest
HO	Bank	b_BankList.aspx	HO/Bank/b_BankList.aspx	CRUD master	Complex	17.67	Simple	166	1948	42	3	6	11	1	yes			pr_b_getbanklist
HO	Bank	b_BranchList.aspx	HO/Bank/b_BranchList.aspx	CRUD master	Complex	23.33	Simple	158	3026	29	1	6	6	2	yes			pr_b_getbanklist;pr_b_getbranchlist
HO	Bank	b_MergeClient.aspx	HO/Bank/b_MergeClient.aspx	CRUD master	Complex	55.17	Simple	803	6116	145	4	46	21	9	yes			pr_b_savemergeclienthistory;pr_b_sb_getmergeclienthistory;pr_d_fdrdpigmytdsclient;pr_g_getglobalclientbyid;pr_g_getglobalclientdetail;pr_g_savelocalclient;pr_x_getcustomersdetails;pr_x_getglobalclientjs;pr_x_mergeclientmastertransaction
HO	Bank	b_NoteItemSeq.aspx	HO/Bank/b_NoteItemSeq.aspx	CRUD master	Medium	4.36	Simple	122	438	16	1	1	3	0	yes			
HO	Bank	b_TdsSavingSchemeMapping.aspx	HO/Bank/b_TdsSavingSchemeMapping.aspx	CRUD master	Medium	4.98	Simple	93	417	20	1	0	6	1	yes			pr_b_tdssavingschememapping
HO	Bank	clientTDSExcemtion.aspx	HO/Bank/clientTDSExcemtion.aspx	CRUD master	Complex	26.9	Medium	414	2487	83	2	25	10	9	yes			pr_b_clienttdsexceptionsave;pr_b_sb_tdsexceptionname;pr_g_getyearsmonthsdays;pr_x_generateuid;pr_x_getclientwiseinterestpaid;pr_x_getexemptedclientlist;pr_x_getglobalclient;pr_x_gettdslimit;pr_x_isrestrictedtoexemption
HO	Bank	clientTDSExcemtionDetails.aspx	HO/Bank/clientTDSExcemtionDetails.aspx	Client-rendered / Other	Simple	1.09	Medium	52	116	8	0	0	1	0				
HO	Bank	Form121.aspx	HO/Bank/Form121.aspx	CRUD master	Complex	33.54	Medium	624	3009	112	3	40	10	11	yes			pr_b_clienttdsexceptionsave;pr_b_get_lasttwofinancialyears;pr_b_getlasttwofinancialyears;pr_b_sb_tdsexceptionname;pr_g_getyearsmonthsdays;pr_x_generateuid;pr_x_getclientwiseinterestpaid;pr_x_getexemptedclientlist;pr_x_getglobalclient;pr_x_gettdslimit;pr_x_isrestrictedtoexemption
HO	Bank	g_AccountHead.aspx	HO/Bank/g_AccountHead.aspx	Transaction / Entry	Complex	19.32	Simple	297	2634	29	0	11	7	1	yes			pr_g_getaccountheadcode
HO	Bank	g_BranchCategory.aspx	HO/Bank/g_BranchCategory.aspx	CRUD master	Simple	3.39	Simple	71	275	19	1	2	6	0	yes			
HO	Bank	g_BranchVariablesList.aspx	HO/Bank/g_BranchVariablesList.aspx	CRUD master	Simple	2.35	Simple	56	179	9	1	1	2	0	yes			
HO	Bank	g_City.aspx	HO/Bank/g_City.aspx	CRUD master	Medium	11.5	Simple	99	1305	20	1	2	6	2	yes			pr_g_getcitylist;pr_g_sb_getcity
HO	Bank	g_Designation.aspx	HO/Bank/g_Designation.aspx	CRUD master	Medium	7.1	Simple	136	657	33	1	7	6	1	yes			pr_g_updatedesignation
HO	Bank	g_District.aspx	HO/Bank/g_District.aspx	CRUD master	Medium	5.19	Simple	105	461	18	1	1	6	1	yes		/Hr/District	pr_g_getdistrict
HO	Bank	g_FormAccountHeadMapping.aspx	HO/Bank/g_FormAccountHeadMapping.aspx	CRUD master	Medium	5.09	Simple	95	535	18	1	3	4	0	yes			
HO	Bank	g_IFSCCode.aspx	HO/Bank/g_IFSCCode.aspx	CRUD master	Medium	7.78	Simple	218	645	52	1	13	12	1	yes			pr_g_sb_ifsccode
HO	Bank	g_InventoryCategory.aspx	HO/Bank/g_InventoryCategory.aspx	CRUD master	Medium	9.0	Simple	144	996	24	1	1	7	1	yes			pr_i_sb_inventorycategory
HO	Bank	g_LGA.aspx	HO/Bank/g_LGA.aspx	CRUD master	Medium	5.63	Simple	74	430	19	1	2	6	2	yes			pr_g_getlga;pr_g_getstate
HO	Bank	g_MICRCity.aspx	HO/Bank/g_MICRCity.aspx	CRUD master	Medium	5.04	Simple	124	414	22	1	2	6	1	yes			pr_g_sb_micrcity
HO	Bank	g_MICRRegion.aspx	HO/Bank/g_MICRRegion.aspx	CRUD master	Medium	4.7	Simple	82	399	16	1	1	6	1	yes			pr_g_sb_micrregion
HO	Bank	g_Notes.aspx	HO/Bank/g_Notes.aspx	CRUD master	Medium	7.45	Simple	124	793	19	1	4	6	1	yes			pr_g_getnotes
HO	Bank	g_OrgElement.aspx	HO/Bank/g_OrgElement.aspx	Transaction / Entry	Complex	31.3	Simple	387	4167	88	0	31	6	0	yes			
HO	Bank	g_OrgElementDepartment.aspx	HO/Bank/g_OrgElementDepartment.aspx	Search / List / Inquiry	Medium	4.18	Simple	118	327	30	1	4	6	0				
HO	Bank	g_PostOfficeCodes.aspx	HO/Bank/g_PostOfficeCodes.aspx	Client-rendered / Other	Simple	2.13	Simple	129	295	4	0	0	2	0	yes			
HO	Bank	g_Relation.aspx	HO/Bank/g_Relation.aspx	CRUD master	Simple	2.85	Simple	71	206	17	1	1	6	0	yes			
HO	Bank	g_ReportSettings.aspx	HO/Bank/g_ReportSettings.aspx	Report	Report	4.6	Report	142	360	35	1	9	6	0	yes			
HO	Bank	g_ServiceStatus.aspx	HO/Bank/g_ServiceStatus.aspx	CRUD master	Simple	3.09	Simple	76	224	20	1	2	6	0	yes			
HO	Bank	g_State.aspx	HO/Bank/g_State.aspx	CRUD master	Medium	4.71	Simple	66	394	17	1	2	6	1	yes		/Hr/State	pr_g_sb_getstate
HO	Bank	g_Step.aspx	HO/Bank/g_Step.aspx	CRUD master	Simple	3.12	Simple	79	228	20	1	2	6	0	yes			
HO	Bank	g_Taluka.aspx	HO/Bank/g_Taluka.aspx	CRUD master	Medium	5.69	Simple	140	505	23	1	2	6	1	yes		/Hr/Taluka	pr_g_gettaluka
HO	Bank	g_Title.aspx	HO/Bank/g_Title.aspx	Search / List / Inquiry	Simple	2.91	Simple	76	196	20	1	2	6	0				
HO	Bank	MemberLoanSchemeMap.aspx	HO/Bank/MemberLoanSchemeMap.aspx	CRUD master	Complex	14.98	Medium	270	1563	59	2	10	14	1	yes			pr_b_memberloanslabconfig
HO	client_image_verify	client_doc_verify.aspx	HO/client_image_verify/client_doc_verify.aspx	Transaction / Entry	Simple	0.73	Medium	9	23	2	0	0	0	0		yes		
HO	client_image_verify	client_doc_verify_handler.aspx	HO/client_image_verify/client_doc_verify_handler.aspx	Handler / API / Ajax	Simple	1.89	Medium	16	193	0	0	0	0	1	yes			pr_fc_getimagesbyclientid
HO	ECS	EcsMandateCancelPopup.aspx	HO/ECS/EcsMandateCancelPopup.aspx	Popup / Dialog	Simple	2.05	Medium	86	110	13	1	0	1	0				
HO	ECS	x_EcsMandateNew.aspx	HO/ECS/x_EcsMandateNew.aspx	CRUD master	Complex	26.29	Medium	579	2348	81	1	21	7	11	yes			pr_d_getrdinstandpaidinst;pr_ecs_getamenddata;pr_x_loadecs_mandateamend;pr_x_loadecs_mandatecancel;pr_x_loadecs_mandatenew;pr_x_save_ecs_mandateamend;pr_x_save_ecs_mandatecancel;pr_x_save_ecs_mandatenew;pr_x_sb_getecs_mandateamend;pr_x_sb_getecs_mandatecancel;pr_x_sb_getecs_mandatenew
HO	Hr	g_BankDirectors.aspx	HO/Hr/g_BankDirectors.aspx	CRUD master	Complex	14.31	Simple	324	1409	63	3	16	12	0	yes			
HO	Hr	g_BankDirRelative.aspx	HO/Hr/g_BankDirRelative.aspx	CRUD master	Medium	11.63	Simple	319	1300	39	1	9	9	1	yes			pr_x_getglobalclient
HO	Hr	h_EmpDeputationExt.aspx	HO/Hr/h_EmpDeputationExt.aspx	CRUD master	Medium	6.27	Medium	161	568	27	1	1	7	1	yes			pr_a_sb_empdeputationext
HO	Hr	h_Employee.aspx	HO/Hr/h_Employee.aspx	CRUD master	Complex	40.78	Medium	961	3573	204	5	55	27	8	yes			pr_h_getbanklist;pr_h_getcities;pr_h_getdesignations;pr_h_getorgelementlist;pr_h_getrelations;pr_h_getstates;pr_h_saveemployeemodificationlog;pr_h_sb_getemployees
HO	Hr	h_EmployeeDeputation.aspx	HO/Hr/h_EmployeeDeputation.aspx	CRUD master	Medium	7.68	Medium	130	726	21	1	2	7	2	yes			pr_a_passingempdeputation;pr_a_sb_empdeputation
HO	Hr	h_EmployeeRelease.aspx	HO/Hr/h_EmployeeRelease.aspx	CRUD master	Medium	7.49	Medium	133	686	23	1	1	7	2	yes			pr_a_passingemprelease;pr_a_sb_emprelease
HO	ProjectFormulation	C_LoanDocCollection.aspx	HO/ProjectFormulation/C_LoanDocCollection.aspx	CRUD master	Medium	8.99	Medium	172	850	33	1	3	7	2	yes			pr_c_getloandoccollection;pr_c_saveloandoccollection
HO	ProjectFormulation	c_LoanDocRelease.aspx	HO/ProjectFormulation/c_LoanDocRelease.aspx	CRUD master	Medium	6.65	Medium	135	553	24	1	3	4	2	yes			pr_c_getloandocrelease;pr_c_releaseloandoccollection
HO	ProjectFormulation	p_AnnexPre.aspx	HO/ProjectFormulation/p_AnnexPre.aspx	CRUD master	Complex	16.53	Medium	216	1207	37	2	0	8	9	yes			pr_p_checkuseridentification;pr_p_getsqbranches;pr_p_getsqheadoffice;pr_p_getsqloannumberannexpre;pr_p_getsqloanpurposetype;pr_p_getsqloantypenew;pr_p_getsqschemepurpose;pr_p_getsqschemes;pr_p_getsqzones
HO	ProjectFormulation	p_Applicant.aspx	HO/ProjectFormulation/p_Applicant.aspx	CRUD master	Complex	84.51	Medium	1092	9329	283	4	73	17	13	yes			pr_p_checkuseridentification;pr_p_getapplicantindebtedloanpurpose;pr_p_getexistingclient;pr_p_getsbqapplicantaddress;pr_p_getsbqapplicantbank;pr_p_getsbqapplicantdata;pr_p_getsbqapplicantindebted;pr_p_getsbqapplicantname;pr_p_getsbqshareholders;pr_p_getsbqsocietymembers;pr_p_getsqbranches;pr_p_getsqheadoffice;pr_p_getsqzones
HO	ProjectFormulation	p_CommitteeDirectors.aspx	HO/ProjectFormulation/p_CommitteeDirectors.aspx	CRUD master	Medium	9.73	Medium	95	1105	24	1	1	4	1	yes			pr_p_getcommitteedirector
HO	ProjectFormulation	p_CommitteeMaster.aspx	HO/ProjectFormulation/p_CommitteeMaster.aspx	CRUD master	Complex	19.31	Medium	227	2165	42	1	8	6	4	yes			pr_p_getcommwisebranches;pr_p_orgstructure;pr_p_sb_getbranchcommittee;pr_p_sb_getcommiteequery
HO	ProjectFormulation	p_CommitteeMasterMemberAP.aspx	HO/ProjectFormulation/p_CommitteeMasterMemberAP.aspx	CRUD master	Medium	11.19	Medium	131	827	32	1	2	5	6	yes			pr_p_checkdirectorcommitteeclosed;pr_p_getapcommemberslist;pr_p_getcommemempquery;pr_p_getcommitteemasterid;pr_p_getcommitteememberemployeequery;pr_p_sb_getcommiteequery
HO	ProjectFormulation	p_CommitteeMasterMemberAR.aspx	HO/ProjectFormulation/p_CommitteeMasterMemberAR.aspx	CRUD master	Complex	13.6	Medium	185	888	37	1	3	6	9	yes			pr_p_checkdirectorcommitteeclosed;pr_p_getapcommemberslist;pr_p_getcommemempquery;pr_p_getcommemershiptid;pr_p_getcommitteemembershiptid;pr_p_orgstructure;pr_p_sb_getallbranches;pr_p_sb_getcommiteequery;pr_p_sb_getcommitteequery
HO	ProjectFormulation	P_CreditOfficer.aspx	HO/ProjectFormulation/P_CreditOfficer.aspx	CRUD master	Medium	8.09	Medium	165	865	23	1	0	6	1	yes			pr_p_sb_getcreditofficer
HO	ProjectFormulation	p_Document.aspx	HO/ProjectFormulation/p_Document.aspx	CRUD master	Complex	12.85	Medium	155	1274	29	1	3	6	4	yes			pr_p_getloanpurposelistschemewise;pr_p_getsqschemepurpose;pr_p_getsqschemes;pr_p_sb_getdocumentlist
HO	ProjectFormulation	p_LoanCase_v1.aspx	HO/ProjectFormulation/p_LoanCase_v1.aspx	Wizard / Multi-tab	Complex	111.45	Medium	2275	10604	434	7	130	19	28	yes			pr_b_getrepaysch;pr_b_savebusinessdetails;pr_c_getguarantorlist;pr_c_getprioritylist;pr_g_getcity;pr_g_getcitylist;pr_g_getstate;pr_p_checkuseridentification;pr_p_copydefaultannex;pr_p_gethozobr;pr_p_getloancaseisactive;pr_p_getloandocumentschemepurposewise;pr_p_getloanpurposelist;pr_p_getloanpurposelist1;pr_p_getreportoptionapplicantdetails;pr_p_getsanctionedloancase;pr_p_getsbqloandetails;pr_p_getsqapplicantname;pr_p_getsqbranches;pr_p_getsqheadoffice;pr_p_getsqloanpurpose;pr_p_getsqschemes;pr_p_getsqzones;pr_p_loancasefulllog;pr_p_loancaselog;pr_p_savesalaryaccountdetails;pr_x_getglobalclient;pr_x_getleasingvatamtcostofequip
HO	ProjectFormulation	p_LoanCaseCommitteeRemarks.aspx	HO/ProjectFormulation/p_LoanCaseCommitteeRemarks.aspx	CRUD master	Complex	22.43	Medium	221	2039	46	2	4	9	9	yes			pr_g_createglobalclientforloanapplicant;pr_p_checkdirectorcommitteeclosed;pr_p_getapcommemberslist;pr_p_getlcappraisallist;pr_p_getlcdocumentrate;pr_p_getlcmemberslist;pr_p_getlcpending;pr_p_orgstructure;pr_p_sb_getcommiteequery
HO	ProjectFormulation	p_SchemeDetails.aspx	HO/ProjectFormulation/p_SchemeDetails.aspx	CRUD master	Complex	165.35	Medium	1546	20483	310	10	99	19	14	yes			pr_p_createannex;pr_p_getdeleteschemebankbranches;pr_p_getdeleteschemecontributors;pr_p_getdeleteschemepurpose;pr_p_getloadschemecontributors;pr_p_getloadschemeorgbank;pr_p_getloadschemepurposes;pr_p_getreportoptionschemedetails;pr_p_getsqschemedetails;pr_p_getsqschemes;pr_p_getupdateschemebankbranches;pr_p_getupdateschemecontributors;pr_p_getupdateschemepurposes;pr_p_loanschemeupdate
HO	ProjectFormulation	p_SchemeDetailsV1.aspx	HO/ProjectFormulation/p_SchemeDetailsV1.aspx	CRUD master	Complex	176.95	Medium	1830	21694	348	11	104	30	16	yes			pr_p_createannex;pr_p_getdeleteschemebankbranches;pr_p_getdeleteschemecontributors;pr_p_getdeleteschemepurpose;pr_p_getloadschemecontributors;pr_p_getloadschemeorgbank;pr_p_getloadschemepurposes;pr_p_getreportoptionschemedetails;pr_p_getsqschemedetails;pr_p_getsqschemes;pr_p_getupdateschemebankbranches;pr_p_getupdateschemecontributors;pr_p_getupdateschemepurposes;pr_p_lnccgoldltvslab;pr_p_loanschemeupdate;pr_p_schemeoptions
HO	ProjectFormulation	p_SetCommitteeApprovalLimit.aspx	HO/ProjectFormulation/p_SetCommitteeApprovalLimit.aspx	CRUD master	Medium	6.99	Medium	95	377	17	1	1	6	5	yes			pr_p_getcommitteemembershiptid;pr_p_orgstructure;pr_p_sb_getallbranches;pr_p_sb_getbranchcomlist;pr_p_sb_getcommitteequery
HO	Retailbanking	a_SubMemberBankUser.aspx	HO/Retailbanking/a_SubMemberBankUser.aspx	CRUD master	Medium	9.0	Medium	157	762	33	1	6	6	3	yes			pr_a_getsubmemlogininfo;pr_a_sb_getsubmembankuser;pr_g_validatedpassword
HO	Retailbanking	a_UserTranLimit.aspx	HO/Retailbanking/a_UserTranLimit.aspx	CRUD master	Medium	8.62	Medium	118	633	25	2	2	7	3	yes			pr_a_getusertranlimit;pr_a_sb_usertranlimit;pr_a_usertranlimit
HO	Retailbanking	a_UserTranLimitSource.aspx	HO/Retailbanking/a_UserTranLimitSource.aspx	CRUD master	Simple	3.49	Medium	64	242	12	1	1	3	1	yes			pr_x_usertranlimitsource
HO	Retailbanking	Aadhaar_Vault.aspx	HO/Retailbanking/Aadhaar_Vault.aspx	Transaction / Entry	Medium	5.06	Medium	81	525	9	0	1	2	2	yes			pr_aadhar_voult_api;pr_g_getconsbranches
HO	Retailbanking	b_CardTypeConfig.aspx	HO/Retailbanking/b_CardTypeConfig.aspx	CRUD master	Simple	2.59	Simple	75	107	12	1	1	2	1	yes			pr_b_getcardtypeconfig
HO	Retailbanking	b_ChargesConfig.aspx	HO/Retailbanking/b_ChargesConfig.aspx	CRUD master	Complex	15.53	Simple	352	1904	51	1	14	6	0	yes			
HO	Retailbanking	b_ChargesConfigslab.aspx	HO/Retailbanking/b_ChargesConfigslab.aspx	CRUD master	Medium	8.31	Simple	341	862	44	1	14	6	0	yes			
HO	Retailbanking	b_ChargesMaster.aspx	HO/Retailbanking/b_ChargesMaster.aspx	CRUD master	Complex	12.87	Simple	283	1091	60	1	10	6	4	yes			pr_b_deletechargesmaster;pr_b_savechargesmaster;pr_b_sb_chargesmasterid;pr_b_sb_getchargesmaster
HO	Retailbanking	b_DailyDepositInterestChart.aspx	HO/Retailbanking/b_DailyDepositInterestChart.aspx	Transaction / Entry	Medium	9.78	Simple	196	1005	37	2	9	6	0	yes			
HO	Retailbanking	b_FinancialYear.aspx	HO/Retailbanking/b_FinancialYear.aspx	CRUD master	Complex	20.33	Simple	117	2450	20	1	2	4	4	yes			pr_b_getcompletedfinancialyear;pr_b_getenddateofyear;pr_b_getfinyrforpfsum;pr_b_newfinancialyearcreation
HO	Retailbanking	b_GlInterestMapping.aspx	HO/Retailbanking/b_GlInterestMapping.aspx	CRUD master	Medium	10.65	Simple	144	997	20	1	0	5	4	yes			pr_b_getglinterestmapping;pr_b_glinterestmappinglog;pr_x_gettransactiondescription;pr_x_sb_getglinterestmapping
HO	Retailbanking	b_Holiday.aspx	HO/Retailbanking/b_Holiday.aspx	CRUD master	Medium	11.45	Simple	161	961	36	3	3	7	2	yes			pr_b_getholidaylist;pr_b_getholidays
HO	Retailbanking	b_HolidayChannel.aspx	HO/Retailbanking/b_HolidayChannel.aspx	CRUD master	Complex	12.21	Simple	238	997	49	3	5	7	2	yes			pr_b_getholidaylist;pr_b_getholidayschannel
HO	Retailbanking	b_PreDisbInfoItem.aspx	HO/Retailbanking/b_PreDisbInfoItem.aspx	CRUD master	Medium	7.3	Simple	167	507	43	2	8	9	1	yes			pr_b_predisbinfoitem
HO	Retailbanking	b_PreDisbQstFormat.aspx	HO/Retailbanking/b_PreDisbQstFormat.aspx	CRUD master	Medium	8.87	Simple	124	755	26	2	4	6	2	yes			pr_b_predisbqstformat;pr_b_sb_predisbqstformat
HO	Retailbanking	b_ReportGLMap.aspx	HO/Retailbanking/b_ReportGLMap.aspx	Report	Report	7.07	Report	152	466	29	2	1	6	2	yes			pr_b_getreportmapdata;pr_b_reportglmap
HO	Retailbanking	b_RiskCatAcTypeSlab.aspx	HO/Retailbanking/b_RiskCatAcTypeSlab.aspx	CRUD master	Complex	12.25	Simple	297	865	67	4	10	6	1	yes			pr_x_b_riskcatactypeslab
HO	Retailbanking	b_RiskCatByThresHold.aspx	HO/Retailbanking/b_RiskCatByThresHold.aspx	CRUD master	Medium	8.22	Simple	161	747	31	1	4	4	2	yes			pr_b_riskcatbythreshold;pr_g_getconsbranches
