Procedure	ScreenCount	Modules	Screens
pr_x_cashbookdetails	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportSubDetails.aspx
pr_x_cashierscrolltransaction	2	RetailBanking	RetailBanking/Cash/x_CashierScroll.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx
pr_x_cashtrfibttransactionpassing_v1	2	RetailBanking	RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_cclntrftranspolicy	2	RetailBanking	RetailBanking/c_LoanDisbursement.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_chargesposting_ho	2	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx
pr_x_chargesposting_trf	2	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx
pr_x_checkfdrddepositamount	2	RetailBanking	RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_checkformaccountheadmapping	2	RetailBanking	RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_chequestoppaymentsave	2	Helpdesk,RetailBanking	Helpdesk/hd_AllRequest.aspx;RetailBanking/x_ChequeStopPaymentDetails.aspx
pr_x_clienttdscashexempt	2	RetailBanking	RetailBanking/ClientTdsCashExempt.aspx;RetailBanking/ClientTdscashExemptDetPopup.aspx
pr_x_dayend	2	RetailBanking	RetailBanking/b_DayEndParamLogs.aspx;RetailBanking/Utilities/DayendCentral.aspx
pr_x_dddelete	2	RetailBanking,UserControls	RetailBanking/dd/dd.aspx;UserControls/DDPO.ascx
pr_x_ddpass	2	RetailBanking,UserControls	RetailBanking/dd/dd.aspx;UserControls/DDPO.ascx
pr_x_ddsave	2	RetailBanking,UserControls	RetailBanking/dd/dd.aspx;UserControls/DDPO.ascx
pr_x_deletepigmyclientaccclose	2	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_deletesbcasavingproduct	2	RetailBanking	RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/x_SbCaRdAccountClosing.aspx
pr_x_fdautotransfer	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_fdrvalidate	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_fdtransactionpassing_v1	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_fundrcvdprocessatcell	2	RetailBanking	RetailBanking/RTGS/Iftas24By7Neft.aspx;RetailBanking/RTGS/RTGSImport.aspx
pr_x_fundrcvdprocessatcustomer	2	RetailBanking	RetailBanking/RTGS/Iftas24By7Neft.aspx;RetailBanking/RTGS/RTGSImport.aspx
pr_x_fundrcvdprocessatho	2	RetailBanking	RetailBanking/RTGS/Iftas24By7Neft.aspx;RetailBanking/RTGS/RTGSImport.aspx
pr_x_generateuid	2	HO	HO/Bank/clientTDSExcemtion.aspx;HO/Bank/Form121.aspx
pr_x_getaccountslinkacc	2	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_x_getamounttransferdatard	2	RetailBanking	RetailBanking/Transaction/x_LoanFDSettlement.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx
pr_x_getanywheretransactiondetails_v1	2	RetailBanking	RetailBanking/Transaction/x_ManyToManyTranPopUp.aspx;RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx
pr_x_getauthrtgsamtlimit	2	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx
pr_x_getcalcfdintshow	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_getcalculatedfdinterest	2	Reports,RetailBanking	Reports/RetailBanking/InterestActivities/InterestReportSetting.aspx;RetailBanking/InterestActivity/FD/fd_int_calc_V1.aspx
pr_x_getcalculatedinterest	2	Reports,RetailBanking	Reports/RetailBanking/InterestActivities/InterestReportSetting.aspx;RetailBanking/InterestActivity/x_SavingInterestActivity.aspx
pr_x_getchequelist	2	RetailBanking	RetailBanking/ChequeBookReturn.aspx;RetailBanking/x_ChequeStopPaymentDetails.aspx
pr_x_getcitylistjs	2	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx
pr_x_getclearingformat5	2	RetailBanking	RetailBanking/Clearing/CTSClearingLotExport.aspx;RetailBanking/Clearing/consclearing/CentralizeClearingOwFileExport.aspx
pr_x_getclientacctdsdetail	2	RetailBanking	RetailBanking/InterestActivity/TDS/TDSallaccountDetails.aspx;RetailBanking/InterestActivity/TDS/TdsBranchwisedetails.aspx
pr_x_getclientsforproprietor	2	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx
pr_x_getclienttdsledgerdetail	2	RetailBanking	RetailBanking/InterestActivity/TDS/TDSallaccountDetails.aspx;RetailBanking/TDS/x_TDSLedger.aspx
pr_x_getclientwiseinterestpaid	2	HO	HO/Bank/clientTDSExcemtion.aspx;HO/Bank/Form121.aspx
pr_x_getcurrentcashinbank	2	RetailBanking	RetailBanking/Cash/x_CashierScroll.aspx;RetailBanking/Cash/x_ChestCashierLedger.aspx
pr_x_getdailydepositmaturity	2	RetailBanking	RetailBanking/b_RdFdReadyRecknor.aspx;RetailBanking/Account/depositAccount.aspx
pr_x_getdatedifference	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_getdaysdifference	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_getdetailsformarkingform6061	2	Reports,RetailBanking	Reports/RetailBanking/Form60.aspx;RetailBanking/x_MarkingForm6061.aspx
pr_x_getdistrictlistjs	2	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx
pr_x_getecscreditaccountdetails	2	RetailBanking	RetailBanking/Transaction/x_MICRECSCreditManualStatus.aspx;RetailBanking/Transaction/x_MICRECSManualStatus.aspx
pr_x_getecscreditfiledata	2	RetailBanking	RetailBanking/Transaction/x_MICRECSProcessFileData_v2.aspx;RetailBanking/Transaction/x_MICRECSUploadFile.aspx
pr_x_getecsdebitfiledata	2	RetailBanking	RetailBanking/Transaction/x_MICRECSPaymentProcessFile.aspx;RetailBanking/Transaction/x_MICRECSPaymentUploadFile.aspx
pr_x_getecsreturnlotno	2	RetailBanking	RetailBanking/Transaction/x_MICRECSGenerateReturnFile.aspx;RetailBanking/Transaction/x_MICRECSPaymentGenerateReturnFile.aspx
pr_x_getfdautotransferdetails	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_getfdautotransferinterest	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_getfdliendetails	2	RetailBanking	RetailBanking/Transaction/ShowFDInterestDetails.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_getfdsavinginterest	2	RetailBanking	RetailBanking/Transaction/ShowFDInterestDetails.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx
pr_x_getfdtransfertransactionvoucher	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_getfdtransfertransactionvoucherpass	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_getfundtrandetailsiso20022_v2	2	RetailBanking	RetailBanking/RTGS/rtgspaymentbatch.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx
pr_x_getglobalclientjs	2	HO,RetailBanking	HO/Bank/b_MergeClient.aspx;RetailBanking/g_CustomerDetailView_v1.aspx
pr_x_getgstmissingentries	2	HO	HO/x_GetGstData.aspx;HO/x_GstGLBalanceReport.aspx
pr_x_getibtchequeused	2	RetailBanking	RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_getibtmapped	2	RetailBanking	RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_getinterestdependonperiod	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_getledgeretries	2	RetailBanking	RetailBanking/b_LoanInterestRule.aspx;RetailBanking/LedgerNullifyContra.aspx
pr_x_getledgertdsamount	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_x_getlnccodposition	2	Reports	Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx;Reports/RetailBanking/New RetailBanking Report/x_UserdefinedOverdueLetter.aspx
pr_x_getloanaccountstatus	2	RetailBanking	RetailBanking/Transaction/x_BatchTransactionTemplate.aspx;RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx
pr_x_getmergebranchcode	2	RetailBanking	RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx;RetailBanking/Transaction/x_transactionv1.aspx
pr_x_getnonoprdeposittrf	2	RetailBanking	RetailBanking/Transaction/x_NonOprDepositPost.aspx;RetailBanking/Transaction/x_NonOprDepositPostPopup.aspx
pr_x_getnonoprdeposittrfp1	2	RetailBanking	RetailBanking/Transaction/x_NonOprDepositTrf.aspx;RetailBanking/Transaction/x_NonOprDepositTrfPopup.aspx
pr_x_getnoticeacc	2	Reports,RetailBanking	Reports/RetailBanking/ReportOptions.aspx;RetailBanking/x_NoticeCharges.aspx
pr_x_getpacsrecoverymemberdetails	2	RetailBanking	RetailBanking/x_PACSRecovery.aspx;RetailBanking/PACS/x_PACSMemberLedgerView.aspx
pr_x_getpigmyaccclosingagentname	2	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_getpigmyleindetails	2	RetailBanking	RetailBanking/Transaction/ShowPigmyInterestDetails.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_getpurchasedealnoformultiplesale	2	RetailBanking	RetailBanking/Transaction/x_InvestmentMultipleSaleTransaction.aspx;RetailBanking/Transaction/x_PurchaseDealNumber.aspx
pr_x_getrdleindetails	2	RetailBanking	RetailBanking/Transaction/ShowRDInterestDetails.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_getrsqpigmyagentcollectiondetais	2	Reports	Reports/RetailBanking/Reports.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_getrsqpigmyclientaccno	2	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx
pr_x_getsbintoneverywithdrawal	2	RetailBanking	RetailBanking/Transaction/IntPayWithdrawalPopup.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx
pr_x_getscrollnoagainsttranno	2	RetailBanking	RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_getservicetaxaccountheadmapping	2	RetailBanking	RetailBanking/ServiceTaxCalculation/serviceTaxCalculation.aspx;RetailBanking/ServiceTaxCalculation/x_ServiceTaxAccountHeadMapping.aspx
pr_x_getspecialcatexir	2	RetailBanking	RetailBanking/Account/d_FDIREnhance.aspx;RetailBanking/Account/depositAccount.aspx
pr_x_getstatelistjs	2	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx
pr_x_getsubvintproducts	2	RetailBanking	RetailBanking/AgriLoan/Subv_int_calc_Popup.aspx;RetailBanking/AgriLoan/SubventionProductDetail.aspx
pr_x_getsweepamount	2	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx
pr_x_gettalukalistjs	2	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx
pr_x_gettdslimit	2	HO	HO/Bank/clientTDSExcemtion.aspx;HO/Bank/Form121.aspx
pr_x_gettransactiondebitamount	2	RetailBanking	RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_gettransactiondescription	2	HO,RetailBanking	HO/Retailbanking/b_GlInterestMapping.aspx;RetailBanking/b_GlContraHeadMapping.aspx
pr_x_gettransactiondetailsibtjs	2	RetailBanking	RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_gettransactiondetailsjs	2	RetailBanking	RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_gettransactionsinalot	2	RetailBanking	RetailBanking/Clearing/addOutwardClearingTransaction.aspx;RetailBanking/Clearing/consclearing/CentralizedOutwardClearingTransaction.aspx
pr_x_gettranuiinitdatajs	2	RetailBanking	RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_getunpassedtransactions	2	RetailBanking	RetailBanking/PresentPosition.aspx;RetailBanking/unPassedTransaction.aspx
pr_x_getunusedlostchequedetails	2	RetailBanking	RetailBanking/Transaction/CheaueBookDetailsPopup.aspx;RetailBanking/Transaction/x_TransactionOtherDetails.aspx
pr_x_getvalidatemodeforclient	2	RetailBanking	RetailBanking/ClientTdsCashExempt.aspx;RetailBanking/ClientTdscashExemptDetPopup.aspx
pr_x_insertledgerinteresttdsrd	2	RetailBanking	RetailBanking/Transaction/x_LoanFDSettlement.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx
pr_x_inwardclgfileatho	2	RetailBanking	RetailBanking/Clearing/b_inwardClgFileV2.aspx;RetailBanking/Clearing/InwardStatusRevert.aspx
pr_x_isaccclosebeforeyear	2	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_ischeckinvestmentaccnoexist	2	RetailBanking	RetailBanking/Transaction/x_GovtSecInvestmentImport.aspx;RetailBanking/Transaction/x_GovtSecMarketValueImport.aspx
pr_x_isexistimportbatchfile	2	RetailBanking	RetailBanking/TDS/x_ManualTDSDeduction.aspx;RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx
pr_x_isfdbalancenotnullify	2	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_isrestrictedtoexemption	2	HO	HO/Bank/clientTDSExcemtion.aspx;HO/Bank/Form121.aspx
pr_x_isstandardaccount	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportSubDetails.aspx
pr_x_loanrepaymenttransaction	2	RetailBanking	RetailBanking/loanRepayment.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_loanrepaymenttransactionpost	2	RetailBanking	RetailBanking/loanRepayment.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_loanrepothertrans	2	RetailBanking	RetailBanking/loanRepayment.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_maintainhypotecationsecurity	2	RetailBanking	RetailBanking/Account/c_StockDetails.aspx;RetailBanking/Account/c_WareHouseEntry.aspx
pr_x_nonopraccountdeafdetails	2	Reports,RetailBanking	Reports/RetailBanking/Account/DeafAccountDetailReport.aspx;RetailBanking/Transaction/x_NonOprDepositTrf.aspx
pr_x_notrantemplate	2	RetailBanking	RetailBanking/UserDefLetterTemplateCons.aspx;RetailBanking/x_NoTranTemplate.aspx
pr_x_ntechrtgstranreversal	2	RetailBanking	RetailBanking/RTGS/RTGSEnquiry.aspx;RetailBanking/RTGS/RTGSPayment.aspx
pr_x_passchequebook	2	Helpdesk,RetailBanking	Helpdesk/hd_AllRequest.aspx;RetailBanking/x_ChequeBook.aspx
pr_x_passpigmyclientaccclose	2	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_r_balancecertificate	2	Reports	Reports/RetailBanking/BalanceCertificate.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_balancesheet	2	Reports	Reports/RetailBanking/Balancing/BalancingReportSetting.aspx;Reports/RetailBanking/HeadOffice/HeadofficeReportSetting.aspx
pr_x_r_cashscrollreceiptpayment	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx
pr_x_r_checkledger	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx
pr_x_r_cibilgetagencymaster	2	Reports	Reports/RBI Report/CIBIL.aspx;Reports/RBI Report/CIBIL_AgencySegment.aspx
pr_x_r_cibilgetagencysegmentdata	2	Reports	Reports/RBI Report/CIBIL.aspx;Reports/RBI Report/CIBIL_AgencySegment.aspx
pr_x_r_clearancecertificate	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx
pr_x_r_ctrtemplate	2	Reports	Reports/RetailBanking/CTR.aspx;Reports/RetailBanking/CTR_V1.aspx
pr_x_r_ctrtemplatecons	2	Reports	Reports/RetailBanking/CTR.aspx;Reports/RetailBanking/CTR_V1.aspx
pr_x_r_dailytransactionjournal	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx
pr_x_r_daybooksummary	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx
pr_x_r_debtsecinvestmentdealslip	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Investment/InvestmentReportSettings.aspx
pr_x_r_depositschemeslab	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Master/MasterReportSetting.aspx
pr_x_r_generalledger	2	Reports	Reports/RetailBanking/GeneralLedgerReport.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_getaccountheads	2	Reports	Reports/RetailBanking/GeneralLedgerReport.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_getallinterestcertificatecons	2	Reports	Reports/RetailBanking/New RetailBanking Report/AllInterestCertificate.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getalrabrcons	2	Reports	Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_x_r_getamountwiseclassificationofloansandadvances	2	Reports	Reports/RetailBanking/Account/AccountReportSetting.aspx;Reports/RetailBanking/loan/LoanReportSettings.aspx
pr_x_r_getaveragedeposit	2	Reports	Reports/RetailBanking/FDR/FDRReportSettings.aspx;Reports/RetailBanking/HeadOffice/HeadofficeReportSetting.aspx
pr_x_r_getcheckclearingtransaction	2	Reports	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_getcities	2	Reports	Reports/RetailBanking/loan/LoanOverdueReportSettings.aspx;Reports/RetailBanking/loan/LoanReportSettings.aspx
pr_x_r_getclassificationofnpacons	2	Reports	Reports/RetailBanking/NPA/ClassificationNPA.aspx;Reports/RetailBanking/NPA/NPAReportSettings.aspx
pr_x_r_getcompprogress	2	Reports	Reports/RetailBanking/ComparativeChartReport.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_getctrdatafileconsv1	2	Reports	Reports/RetailBanking/CTR.aspx;Reports/RetailBanking/CTR_V1.aspx
pr_x_r_getdenominatorlist	2	Reports	Reports/RetailBanking/Account/AccountReportSetting.aspx;Reports/RetailBanking/loan/LoanReportSettings.aspx
pr_x_r_getfdinterestcertificate	2	Reports	Reports/RetailBanking/New RetailBanking Report/AllInterestCertificate.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getfdinterestcertificatecons	2	Reports	Reports/RetailBanking/New RetailBanking Report/AllInterestCertificate.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getgroupwiseprofitlossstatement	2	Reports	Reports/RetailBanking/Balancing/BalancingReportSetting.aspx;Reports/RetailBanking/HeadOffice/HeadofficeReportSetting.aspx
pr_x_r_getinterestpaidonfd	2	Reports	Reports/RetailBanking/StatementNo7.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getinterestprovisioncertificate	2	Reports	Reports/RetailBanking/New RetailBanking Report/AllInterestCertificate.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getloandisburserecoverycons	2	Reports	Reports/RetailBanking/New RetailBanking Report/LoanDisbRecReport.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getloandisburserecoverysummarycons	2	Reports	Reports/RetailBanking/New RetailBanking Report/LoanDisbRecReport.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getloaninterestamount	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getloantodirdetails	2	Reports	Reports/RBI Report/RBIReport.aspx;Reports/RetailBanking/RBI Group/rp_GroupValuesTreeView.aspx
pr_x_r_getnpacalculationdate	2	Reports	Reports/RetailBanking/loan/LoanReportSettings.aspx;Reports/RetailBanking/NPA/NPAReportSettings.aspx
pr_x_r_getnpaclass	2	Reports	Reports/RetailBanking/NPA/ClassificationNPA.aspx;Reports/RetailBanking/NPA/NPAReportSettings.aspx
pr_x_r_getoss7report	2	Reports	Reports/RBI Report/RBIReport.aspx;Reports/RetailBanking/OSSStatement/st_ViewReports.aspx
pr_x_r_getoverduedetailscons	2	Reports	Reports/RetailBanking/loan/LoanOverdueReportSettings.aspx;Reports/RetailBanking/loan/LoanReportSettings.aspx
pr_x_r_getpanpasummarycons	2	Reports	Reports/RetailBanking/NPA/ClassificationNPA.aspx;Reports/RetailBanking/NPA/NPAReportSettings.aspx
pr_x_r_getrtgsneftfilename	2	Reports	Reports/RetailBanking/RTGS/RTGSReportoptions.aspx;Reports/RetailBanking/RTGS/x_RTGSTranSummary.aspx
pr_x_r_gettransactionsourcewiselist	2	Reports	Reports/RetailBanking/Transaction/TransactionReportSettings.aspx;Reports/RetailBanking/Transaction/TransactionSourceReport.aspx
pr_x_r_getunappliedstatement	2	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_getvacantlockerlist	2	Reports	Reports/RetailBanking/New RetailBanking Report/LockerReport.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_govsecinvestmentdealslip	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Investment/InvestmentReportSettings.aspx
pr_x_r_ibttranmismatchreport	2	HO,Reports	HO/Retailbanking/g_ReconciliationTransaction.aspx;Reports/RetailBanking/IBTMisTranReport.aspx
pr_x_r_insuranceduedateregister	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx
pr_x_r_insuranceduedateregisterprocedure	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx
pr_x_r_interestdaybook	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx
pr_x_r_investmentaccountopenreg	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Investment/InvestmentReportSettings.aspx
pr_x_r_isccodaccount	2	Reports	Reports/RetailBanking/loan/LoanOverdueReportSettings.aspx;Reports/RetailBanking/loan/LoanReportSettings.aspx
pr_x_r_ledger_loanaccstatement	2	Reports	Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_loanbalancing	2	Reports	Reports/RetailBanking/LoanBalancingReport.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_loanbalancingcons	2	Reports	Reports/RetailBanking/LoanBalancingReport.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_maturityfixeddeposit	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_mstclsadv	2	Reports	Reports/RetailBanking/MstClsAdv.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_oldnewaccountlist	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Account/AccountReportSetting.aspx
pr_x_r_passingscrollstatement	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx
pr_x_r_profitandlossstatement	2	Reports	Reports/RetailBanking/Balancing/BalancingReportSetting.aspx;Reports/RetailBanking/HeadOffice/HeadofficeReportSetting.aspx
pr_x_r_profitandlossstatementhov1	2	Reports	Reports/RetailBanking/Balancing/BalancingReportSetting.aspx;Reports/RetailBanking/HeadOffice/HeadofficeReportSetting.aspx
pr_x_r_profitandlossstatementhov1withextcounter	2	Reports	Reports/RetailBanking/Balancing/BalancingReportSetting.aspx;Reports/RetailBanking/HeadOffice/HeadofficeReportSetting.aspx
pr_x_r_reactivationdormantaccountregister	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx
pr_x_r_treasuryexternal	2	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx
pr_x_r_unpassaccount	2	Reports	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_unpassagclnacccls	2	Reports	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_unpassanywheretransactionbatch	2	Reports	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_unpassatmrequest	2	Reports	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_unpassbatch	2	Reports	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_unpasschequebookrequest	2	Reports	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_unpasschequeissuetransaction	2	Reports	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx
pr_x_r_unpasschqrevstoppay	2	Reports	Reports/RetailBanking/AllUnpassedReports.aspx;Reports/RetailBanking/ReportOptions.aspx
