Procedure	ScreenCount	Modules	Screens
pr_d_tdsdeductedafterint	4	RetailBanking	RetailBanking/InterestActivity/TDS/TdsBranchwisedetails.aspx;RetailBanking/Transaction/ShowFDInterestDetails.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_g_dulicatedetails	4	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx;HO/b_ClientV1.aspx;HO/KYCClientPopup.aspx
pr_g_getyearsmonthsdays	4	HO,RetailBanking	HO/Bank/clientTDSExcemtion.aspx;HO/Bank/Form121.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_h_getdesignations	4	HO,Hr	HO/Hr/h_Employee.aspx;Hr/h_PromHistory.aspx;Hr/h_Promotion.aspx;Hr/h_TransferHistory.aspx
pr_hd_save_loginemaillog	4	Helpdesk	Helpdesk/hd_ResendMail.aspx;Helpdesk/hd_ResendMailV1.aspx;Helpdesk/MapHelpDeskAccounts.aspx;Helpdesk/MapHelpDeskAccountsV1.aspx
pr_k_getlockertypelist	4	Lockers	Lockers/k_LockerIssue.aspx;Lockers/k_LockerMaster.aspx;Lockers/k_LockerVisiting.aspx;Lockers/k_LockerWaitlist.aspx
pr_lg_sb_getcasesuit	4	Reports,RetailBanking	Reports/RetailBanking/Legal/LegalReportSetting.aspx;RetailBanking/Legal/lg_SuitCase.aspx;RetailBanking/Legal/lg_SuitCaseClosing.aspx;RetailBanking/Legal/lg_SuitCaseHistory.aspx
pr_lg_sb_getsectionname	4	Reports,RetailBanking	Reports/RetailBanking/Legal/LegalReportSetting.aspx;RetailBanking/Legal/lg_SuitCase.aspx;RetailBanking/Legal/lg_SuitCaseClosing.aspx;RetailBanking/Legal/lg_SuitCaseHistory.aspx
pr_p_checkuseridentification	4	HO,Reports	HO/ProjectFormulation/p_AnnexPre.aspx;HO/ProjectFormulation/p_Applicant.aspx;HO/ProjectFormulation/p_LoanCase_v1.aspx;Reports/ProjectFormulation/p_LoanApplicationReport.aspx
pr_p_createannex	4	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_getdeleteschemebankbranches	4	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_getloadschemecontributors	4	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_getloadschemeorgbank	4	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_getloadschemepurposes	4	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_getloanpurposelist	4	HO,Reports,RetailBanking	HO/ProjectFormulation/p_LoanCase_v1.aspx;Reports/RetailBanking/x_PurposeLnAccList.aspx;RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_p_getreportoptionschemedetails	4	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_getsqschemedetails	4	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_getupdateschemebankbranches	4	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_getupdateschemecontributors	4	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_getupdateschemepurposes	4	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;HO/Retailbanking/c_LoanScheme.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_orgstructure	4	HO	HO/ProjectFormulation/p_CommitteeMaster.aspx;HO/ProjectFormulation/p_CommitteeMasterMemberAR.aspx;HO/ProjectFormulation/p_LoanCaseCommitteeRemarks.aspx;HO/ProjectFormulation/p_SetCommitteeApprovalLimit.aspx
pr_p_sb_getcommiteequery	4	HO	HO/ProjectFormulation/p_CommitteeMaster.aspx;HO/ProjectFormulation/p_CommitteeMasterMemberAP.aspx;HO/ProjectFormulation/p_CommitteeMasterMemberAR.aspx;HO/ProjectFormulation/p_LoanCaseCommitteeRemarks.aspx
pr_re_fwgetaccount	4	Reconciliation	Reconciliation/re_FWConfigTextFile.aspx;Reconciliation/re_FWImportTrustLedger.aspx;Reconciliation/re_FWLoadFile.aspx;Reconciliation/re_FWSettlementItemListMonthly.aspx
pr_re_sb_getreconciledata	4	Reconciliation	Reconciliation/re_MultiReconciliation.aspx;Reconciliation/re_MultiReconciliationV1.aspx;Reconciliation/re_ReconciliationRollBackBatch.aspx;Reconciliation/re_SelfReconciliationV1.aspx
pr_re_unreconcileotledger	4	Reconciliation	Reconciliation/re_MultiReconciliation.aspx;Reconciliation/re_MultiReconciliationV1.aspx;Reconciliation/re_ReconciliationRollBackBatch.aspx;Reconciliation/re_SelfReconciliationV1.aspx
pr_rp_getsqbranchname	4	Reports	Reports/RBI Report/RBIReport.aspx;Reports/RetailBanking/BookBalanceCertificateReport.aspx;Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/RBI Group/rp_GroupValuesTreeView.aspx
pr_saveaccstatementlog	4	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx
pr_st_getsqreportname	4	Reports	Reports/RetailBanking/OSCStatements/OSCShowReport.aspx;Reports/RetailBanking/OSCStatementsV1/OSCShowReportV1.aspx;Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_x_amounttransferatho	4	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx
pr_x_amounttransferatsource	4	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx
pr_x_getaccountdetailsbulk	4	Lockers,RetailBanking	Lockers/k_LockerIssue.aspx;Lockers/k_LockerReturn.aspx;Lockers/k_LockerVisiting.aspx;RetailBanking/IMPS/IMPS_Outward.aspx
pr_x_getaccountdetailsjs	4	RetailBanking	RetailBanking/Transaction/AccountDetailsView.aspx;RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx;RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_getfundtranxml	4	RetailBanking	RetailBanking/RTGS/RTGSImport.aspx;RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx
pr_x_getglobalclientgaurdian	4	HO,RetailBanking	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx;HO/b_ClientV1.aspx;RetailBanking/g_CustomerDetailView.aspx
pr_x_getinvestmentheads	4	RetailBanking	RetailBanking/Transaction/x_InvestmentMoneyTrade.aspx;RetailBanking/Transaction/x_InvestmentMultipleSaleTransaction.aspx;RetailBanking/Transaction/x_InvestmentPurchaseRepo.aspx;RetailBanking/Transaction/x_InvestmentTransaction.aspx
pr_x_getinvtranvoucherpass	4	RetailBanking	RetailBanking/Transaction/x_GovtSecInvestmentImportTransaction.aspx;RetailBanking/Transaction/x_InvestmentInterestSettlementTransaction.aspx;RetailBanking/Transaction/x_InvestmentMultipleSaleTransaction.aspx;RetailBanking/Transaction/x_InvestmentTransaction.aspx
pr_x_getlnccodintcalcperiod	4	RetailBanking	RetailBanking/InterestActivity/FD/fd_int_calc_V1.aspx;RetailBanking/InterestActivity/lnccod/InterestRebate_calc.aspx;RetailBanking/InterestActivity/lnccod/lnccod_int_calc_V1.aspx;RetailBanking/InterestActivity/rd/rd_int_calc_V1.aspx
pr_x_getloanaccountdetails	4	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx
pr_x_getloanandadvanceaccountdailyposition	4	RetailBanking	RetailBanking/Legal/lg_SuitCase.aspx;RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx;RetailBanking/Transaction/x_ManyToManyTransactionIBT_V1.aspx
pr_x_getrsqfdrautotransferaccountnumber	4	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx
pr_x_getrsqtransactionaccountnumber	4	RetailBanking	RetailBanking/Transaction/x_BatchTransactionTemplate.aspx;RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_getrtgspaymentcollectionaccbal	4	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV2.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx
pr_x_getscrollidagainstscrollno	4	RetailBanking	RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_gettrandebitamountrtgs	4	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV2.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx
pr_x_insertledgerinteresttdspigmy	4	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx
pr_x_ischequenumbervalid	4	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_pigmyinterestcalculation	4	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx;RetailBanking/Transaction/b_DailyDepositInterestCalculationNew.aspx
pr_x_r_dailybalancingjournal	4	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/ReportOptionsDailyBook.aspx;Reports/RetailBanking/Clearing/ClearingReportSettings.aspx;Reports/RetailBanking/NPA/NpaModificationReport.aspx
pr_x_r_getclientaddress	4	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx
pr_x_r_getintloanaccstatement	4	Reports	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx
pr_x_r_getlockerregister	4	Reports	Reports/Inventory/Lockers/LockerReport.aspx;Reports/Lockers/LockerReport.aspx;Reports/RetailBanking/New RetailBanking Report/LockerReport.aspx;Reports/RetailBanking/New RetailBanking Report/ReportSettings.aspx
pr_x_r_getnpaprojection	4	Reports,RetailBanking	Reports/RetailBanking/Reports.aspx;Reports/RetailBanking/NPA/NPAReportSettings.aspx;Reports/RetailBanking/NPA/ProbableNPA.aspx;RetailBanking/Alerts/NpaProjection.aspx
pr_x_rdamountinstallmentcheck	4	RetailBanking	RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_x_validationforallowedacctype	4	RetailBanking	RetailBanking/Transaction/x_transaction_js_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx;RetailBanking/Transaction/x_transaction_js_transfer_handler.aspx
pr_a_getactivemodules	3	HO,Reports	HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx;Reports/Admin/UserActivityLogReport.aspx
pr_a_getmodules	3	Authentication,HO	Authentication/ChooseModule.aspx;HO/Admin/a_RoleOnMenu.aspx;HO/Admin/a_UserRights.aspx
pr_a_getuserlist	3	HO	HO/Admin/a_UserCashierRights.aspx;HO/Admin/a_UserInModule.aspx;HO/Admin/a_UserRights.aspx
pr_aml_gethightranvaluev1	3	Reports	Reports/RetailBanking/AML/AmlWorkingDateReports.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV1.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV2.aspx
pr_aml_saveamlriskcategoryhistory	3	Reports	Reports/RetailBanking/AML/AmlWorkingDateReportsV2.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV2PopUp.aspx;Reports/RetailBanking/AML/PrincipalOfficerAMLMarking.aspx
pr_b_accountdelete	3	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/depositAccount.aspx
pr_b_getclientcategorylist	3	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/depositAccount.aspx
pr_b_getdataforcontrolsaccountjs	3	HO,RetailBanking	HO/g_CustomerOnBoarding.aspx;RetailBanking/Account/d_FDIREnhance.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_b_getinvinfodetails	3	RetailBanking	RetailBanking/Transaction/x_GovtSecInvestmentImportTransaction.aspx;RetailBanking/Transaction/x_InvestmentClosingTransaction.aspx;RetailBanking/Transaction/x_InvestmentTransaction.aspx
pr_b_rdfdreadyrecknor_v2	3	RetailBanking	RetailBanking/Account/depositAccount.aspx;RetailBanking/Account/SecurityInvestmentAccount.aspx;RetailBanking/Transaction/x_FDRenewalTransaction.aspx
pr_b_saveriskcategoryhistory	3	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/depositAccount.aspx
pr_b_signatureclientwisesave	3	RetailBanking	RetailBanking/b_Signature.aspx;RetailBanking/Transaction/SignaturePopup.aspx;RetailBanking/Transaction/x_SignatureImage.aspx
pr_bg_passscrolltran	3	RetailBanking	RetailBanking/BG/Bg_Issue.aspx;RetailBanking/BG/BG_RevokeTran.aspx;RetailBanking/BG/bgClose.aspx
pr_bg_sb_getbgissueforrevoke	3	RetailBanking	RetailBanking/BG/Bg_IssueRenewalTran.aspx;RetailBanking/BG/Bg_LienNotationRelease.aspx;RetailBanking/BG/BG_RevokeTran.aspx
pr_bw_addtoqueamldata	3	Reports	Reports/RetailBanking/AML/AMLDataScheduler.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV1.aspx;Reports/RetailBanking/AML/AmlWorkingDateReportsV1_WithExcel.aspx
pr_c_getguarantorlist	3	HO,RetailBanking	HO/ProjectFormulation/p_LoanCase_v1.aspx;RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_c_updatelnbankdirreldet	3	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx;HO/b_ClientV1.aspx
pr_cts_ctscontclroutwardexport	3	RetailBanking	RetailBanking/Clearing/b_inwardClgFileUpdate.aspx;RetailBanking/Clearing/b_inwardClgFileV2.aspx;RetailBanking/Clearing/consclearing/CtsIwFileImport.aspx
pr_ecs_getmandateinwfiledata	3	RetailBanking	RetailBanking/ECS/MandateManagement/Ecs_MandatenewinwAcceptfile.aspx;RetailBanking/ECS/MandateManagement/ecs_MandatenewinwAcceptfilePopupV1.aspx;RetailBanking/ECS/MandateManagement/Ecs_MandatenewinwAcceptfileV1.aspx
pr_ecs_savemandatecancelinwfile	3	RetailBanking	RetailBanking/ECS/MandateManagement/ecs_MandateNewBulkInwFile.aspx;RetailBanking/ECS/MandateManagement/Ecs_MandateNewInwFile.aspx;RetailBanking/ECS/MandateManagement/ecs_MandateNewInwFilePopup.aspx
pr_ecs_savemandatenewinwfile	3	RetailBanking	RetailBanking/ECS/MandateManagement/ecs_MandateNewBulkInwFile.aspx;RetailBanking/ECS/MandateManagement/Ecs_MandateNewInwFile.aspx;RetailBanking/ECS/MandateManagement/ecs_MandateNewInwFilePopup.aspx
pr_ecs_updatemandateackstatus	3	RetailBanking	RetailBanking/ECS/MandateManagement/ecs_MandateACKFile.aspx;RetailBanking/ECS/MandateManagement/ecs_MandateACKFilePopup.aspx;RetailBanking/ECS/MandateManagement/ecs_MandateACKFileV1.aspx
pr_g_checkchangepassword	3	HO	HO/Admin/a_ChangePassword.aspx;HO/Admin/A_User.aspx;HO/Admin/ChangePassword.aspx
pr_g_clienttdsstatus	3	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx;HO/b_ClientV1.aspx
pr_g_saveclientmodificationlog	3	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx;HO/b_ClientV1.aspx
pr_g_sb_getglobalclientname	3	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx;HO/b_ClientV1.aspx
pr_h_getorgelementlist	3	HO,Hr	HO/Admin/A_User.aspx;HO/Hr/h_Employee.aspx;Hr/h_TransferHistory.aspx
pr_i_depriciationcalculation	3	Inventory	Inventory/i_AssetSale.aspx;Inventory/i_AssetScrap.aspx;Inventory/i_DepriciationCalculation.aspx
pr_k_getlockervisitingaccountlist	3	Lockers	Lockers/K_LockerAccChange.aspx;Lockers/k_LockerReturn.aspx;Lockers/k_LockerVisiting.aspx
pr_lg_sb_getconsultantname	3	Reports,RetailBanking	Reports/RetailBanking/Legal/LegalReportSetting.aspx;RetailBanking/Legal/lg_Consultant.aspx;RetailBanking/Legal/lg_SuitCase.aspx
pr_p_checkdirectorcommitteeclosed	3	HO	HO/ProjectFormulation/p_CommitteeMasterMemberAP.aspx;HO/ProjectFormulation/p_CommitteeMasterMemberAR.aspx;HO/ProjectFormulation/p_LoanCaseCommitteeRemarks.aspx
pr_p_getapcommemberslist	3	HO	HO/ProjectFormulation/p_CommitteeMasterMemberAP.aspx;HO/ProjectFormulation/p_CommitteeMasterMemberAR.aspx;HO/ProjectFormulation/p_LoanCaseCommitteeRemarks.aspx
pr_p_getdeleteschemecontributors	3	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_getdeleteschemepurpose	3	HO,RetailBanking	HO/ProjectFormulation/p_SchemeDetails.aspx;HO/ProjectFormulation/p_SchemeDetailsV1.aspx;RetailBanking/AgriLoan/p_SchemeDetails.aspx
pr_p_getlnccschemes	3	Reports,RetailBanking	Reports/Admin/LoanSchemeLogReport.aspx;RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx
pr_p_getsqheadoffice	3	HO	HO/ProjectFormulation/p_AnnexPre.aspx;HO/ProjectFormulation/p_Applicant.aspx;HO/ProjectFormulation/p_LoanCase_v1.aspx
pr_p_getsqschemepurpose	3	HO,Reports	HO/ProjectFormulation/p_AnnexPre.aspx;HO/ProjectFormulation/p_Document.aspx;Reports/ProjectFormulation/p_LoanApplicationReport.aspx
pr_p_getsqzones	3	HO	HO/ProjectFormulation/p_AnnexPre.aspx;HO/ProjectFormulation/p_Applicant.aspx;HO/ProjectFormulation/p_LoanCase_v1.aspx
pr_re_fwgetaccountheadsettlitem	3	Reconciliation	Reconciliation/re_FWDSRFileItemList.aspx;Reconciliation/re_FWSettlementItemList.aspx;Reconciliation/re_FWSettlementItemListMonthly.aspx
pr_re_fwgetaccountsettlitem	3	Reconciliation	Reconciliation/re_FWDSRFileItemList.aspx;Reconciliation/re_FWSettlementItemList.aspx;Reconciliation/re_FWSettlementItemListMonthly.aspx
pr_re_fwgetatmentityformat	3	Reports	Reports/Reconciliation/re_FWAtmReports.aspx;Reports/Reconciliation/re_FWNPCI_CBS_EntryStatusReport.aspx;Reports/Reconciliation/re_FWNPCI_CBS_StatusReport.aspx
pr_re_fwgetatmrpt	3	Reports	Reports/Reconciliation/re_FWAtmReports.aspx;Reports/Reconciliation/re_FWNPCI_CBS_EntryStatusReport.aspx;Reports/Reconciliation/re_FWNPCI_CBS_StatusReport.aspx
pr_re_fwgetsettlefiledata	3	Reconciliation,Reports	Reconciliation/re_FWDeleteImportSettlementData.aspx;Reports/Reconciliation/re_FWImportSettlementReport.aspx;Reports/Reconciliation/re_FWSettlementReport.aspx
pr_re_fwgettextfiledata	3	Reconciliation,Reports	Reconciliation/re_FWDeleteImportData.aspx;Reports/Reconciliation/re_FwDayBatchReport.aspx;Reports/Reconciliation/re_FWLedgerReport.aspx
pr_re_fwledgerreportlist	3	Reconciliation,Reports	Reconciliation/re_FWDeleteImportData.aspx;Reports/Reconciliation/re_FwDayBatchReport.aspx;Reports/Reconciliation/re_FWLedgerReport.aspx
pr_re_getreconciliationdate	3	Reconciliation,Reports	Reconciliation/re_ReconciliationRollBack.aspx;Reconciliation/re_ReconciliationRollBackV1.aspx;Reports/Reconciliation/re_ProcessTypeReport.aspx
pr_rp_employeescount	3	HO,Reports	HO/Retailbanking/RBIGroup/rp_MiscValues.aspx;Reports/RBI Report/RBIReport.aspx;Reports/RetailBanking/OSSStatement/st_ViewReports.aspx
pr_rp_reportdesign	3	Reports	Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/RBI Group/rp_GroupValuesTreeView.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_rp_reportitemsvaluewithreportdate	3	Reports	Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/RBI Group/rp_GroupValuesTreeView.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_rp_valueofcrarsurplus	3	HO,Reports	HO/Retailbanking/RBIGroup/rp_MiscValues.aspx;Reports/RBI Report/RBIReport.aspx;Reports/RetailBanking/OSSStatement/st_ViewReports.aspx
pr_rp_valueofshares	3	HO,Reports	HO/Retailbanking/RBIGroup/rp_MiscValues.aspx;Reports/RBI Report/RBIReport.aspx;Reports/RetailBanking/OSSStatement/st_ViewReports.aspx
pr_st_statement5	3	Reports	Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_st_statement8cons	3	Reports	Reports/RBI Report/RBIReport.aspx;Reports/RetailBanking/OSSStatement/st_ViewReports.aspx;Reports/RetailBanking/UtilityReports/UtilityReports.aspx
pr_util_getnextid	3	RetailBanking	RetailBanking/Clearing/addOutwardClearingTransaction.aspx;RetailBanking/Clearing/consclearing/CentralizedOutwardClearingTransaction.aspx;RetailBanking/Transaction/x_DailyDepositTransactionFromToDateAllnew.aspx
pr_x_amounttransferatdest	3	RetailBanking	RetailBanking/Transaction/x_FDRAutoTransferTransaction.aspx;RetailBanking/Transaction/x_LoanFDSettlement.aspx;RetailBanking/Transaction/x_RDAccountClosing.aspx
pr_x_dailydepositinterestcalculation	3	RetailBanking	RetailBanking/Transaction/b_AccountClosingTransactionNew.aspx;RetailBanking/Transaction/b_AccountPartialClosingTransaction.aspx;RetailBanking/Transaction/b_dailyClientAccountRenewal.aspx
pr_x_deletecashierscrolltransaction	3	RetailBanking	RetailBanking/loanRepayment.aspx;RetailBanking/x_loansettlement.aspx;RetailBanking/AgriLoan/AgriLoanAccClosing.aspx
pr_x_deleteinvtran	3	RetailBanking	RetailBanking/Transaction/x_InvestmentInterestSettlementTransaction.aspx;RetailBanking/Transaction/x_InvestmentMultipleSaleTransaction.aspx;RetailBanking/Transaction/x_InvestmentTransaction.aspx
pr_x_fundtranprocessatcell	3	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx
pr_x_fundtranprocessatcustomer	3	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx
pr_x_fundtranprocessatho	3	RetailBanking	RetailBanking/RTGS/RTGSPayment.aspx;RetailBanking/RTGS/RTGSPaymentv1.aspx;RetailBanking/RTGS/RTGSPaymentV3.aspx
pr_x_genledgerviewlog	3	Reports,RetailBanking	Reports/RetailBanking/AccountStatement.aspx;Reports/RetailBanking/LoanAccountStatement.aspx;RetailBanking/Transaction/x_TransactionOtherDetails.aspx
pr_x_getaccforsmschargeclientwise	3	HO	HO/b_ClientCKYCR_V1.aspx;HO/b_ClientCKYCR_V3.aspx;HO/b_ClientV1.aspx
pr_x_getaccheadandagentwise	3	Reports	Reports/RetailBanking/AccountBalancingReport.aspx;Reports/RetailBanking/ReportOptions.aspx;Reports/RetailBanking/Reports.aspx
pr_x_getaccountinformationdata	3	RetailBanking	RetailBanking/Transaction/x_CashBatchTransaction.aspx;RetailBanking/Transaction/x_transaction_js_ibt_cash_handler.aspx;RetailBanking/Transaction/x_transaction_js_ibt_trf_handler.aspx
pr_x_getagentnumber	3	RetailBanking	RetailBanking/Account/AgriLTMTLoan.aspx;RetailBanking/Account/c_Loan.aspx;RetailBanking/Account/depositAccount.aspx
